hostname,viewname,rackname,deployment_type,hardware,session_window,label,component,message_count,messages,incident_id,message_structure
scaqar02dv0701m | scaqae12dv0301m | scaqae12dv0302m | scaqae12dv0402m,suragraw_daily10 | suragraw_daily20,scaqar02adm0708 | scaqae12adm0304,Upgrade-KVM-X9 | Upgrade-OVM-X7,X9M-2 Elastic Rack HC | X7-2 Elastic Rack EF 6.4TB,2025-10-22 10:20:32,OSS_MAIN_LINUX.X64_251022,systemd-logind,20,"systemd-logind: Failed to abandon session scope: Connection reset by peer
systemd-logind: Failed to abandon session scope: Transport endpoint is not connected",674e10343419,"systemd-logind: failed to abandon session scope: connection reset by peer
systemd-logind: failed to abandon session scope: transport endpoint is not connected"
scaqar02dv0701m | scaqar02dv0801m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 10:33:18,OSS_MAIN_LINUX.X64_251022,multipathd,16,"multipathd: sda: failed to get path uid
multipathd: sdd: failed to get path uid
multipathd: sdc: failed to get path uid
multipathd: sdb: failed to get path uid",f7ffb49bafa0,"multipathd: sda: failed to get path uid
multipathd: sdd: failed to get path uid
multipathd: sdc: failed to get path uid
multipathd: sdb: failed to get path uid"
scaqar02dv0701m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 10:33:28,OSS_MAIN_LINUX.X64_251022,multipathd,4,"multipathd: sdd: failed to get path uid
multipathd: sda: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sdc: failed to get path uid",22fd88435979,"multipathd: sdd: failed to get path uid
multipathd: sda: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sdc: failed to get path uid"
scaqar02dv0701m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 10:33:48,OSS_MAIN_LINUX.X64_251022,multipathd,4,"multipathd: sda: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sdd: failed to get path uid
multipathd: sdc: failed to get path uid",97e3994cfa52,"multipathd: sda: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sdd: failed to get path uid
multipathd: sdc: failed to get path uid"
scaqar02dv0701m | scaqar02dv0801m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 10:33:58,OSS_MAIN_LINUX.X64_251022,multipathd,12,"multipathd: sda: failed to get path uid
multipathd: sdc: failed to get path uid
multipathd: sdd: failed to get path uid
multipathd: sdb: failed to get path uid",c0e9875d1ed0,"multipathd: sda: failed to get path uid
multipathd: sdc: failed to get path uid
multipathd: sdd: failed to get path uid
multipathd: sdb: failed to get path uid"
scaqar02dv0701m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 10:34:08,OSS_MAIN_LINUX.X64_251022,multipathd,8,"multipathd: sdb: failed to get path uid
multipathd: sda: failed to get path uid
multipathd: sdc: failed to get path uid
multipathd: sdd: failed to get path uid",91a3c0fa943a,"multipathd: sdb: failed to get path uid
multipathd: sda: failed to get path uid
multipathd: sdc: failed to get path uid
multipathd: sdd: failed to get path uid"
scaqar02dv0701m | scaqar02dv0801m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 10:34:28 - 2025-10-22 10:34:29,OSS_MAIN_LINUX.X64_251022,multipathd,12,"multipathd: sdd: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sda: failed to get path uid
multipathd: sdc: failed to get path uid",7469e62a7da1,"multipathd: sdd: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sda: failed to get path uid
multipathd: sdc: failed to get path uid"
scaqar02dv0701m | scaqar02dv0801m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 10:34:48 - 2025-10-22 10:34:49,OSS_MAIN_LINUX.X64_251022,multipathd,12,"multipathd: sdd: failed to get path uid
multipathd: sdc: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sda: failed to get path uid",3c418d5c81f3,"multipathd: sdd: failed to get path uid
multipathd: sdc: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sda: failed to get path uid"
scaqar02dv0701m | scaqar02dv0801m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 10:35:04,OSS_MAIN_LINUX.X64_251022,multipathd,8,"multipathd: sda: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sdc: failed to get path uid
multipathd: sdd: failed to get path uid",1a54d87a31fc,"multipathd: sda: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sdc: failed to get path uid
multipathd: sdd: failed to get path uid"
scaqar02dv0701m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 10:35:39 - 2025-10-22 10:35:40,OSS_MAIN_LINUX.X64_251022,multipathd,8,"multipathd: sdc: failed to get path uid
multipathd: sdd: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sda: failed to get path uid",1593daea4972,"multipathd: sdc: failed to get path uid
multipathd: sdd: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sda: failed to get path uid"
scaqar02dv0701m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 10:35:49 - 2025-10-22 10:35:50,OSS_MAIN_LINUX.X64_251022,multipathd,4,"multipathd: sdc: failed to get path uid
multipathd: sda: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sdd: failed to get path uid",875229b78b49,"multipathd: sdc: failed to get path uid
multipathd: sda: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sdd: failed to get path uid"
scaqar02dv0701m | scaqar02dv0801m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 11:21:34,OSS_MAIN_LINUX.X64_251022,multipathd,8,"multipathd: sdc: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sdd: failed to get path uid
multipathd: sda: failed to get path uid",013d3ad8de30,"multipathd: sdc: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sdd: failed to get path uid
multipathd: sda: failed to get path uid"
scaqar02dv0701m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 11:21:54,OSS_MAIN_LINUX.X64_251022,multipathd,4,"multipathd: sdb: failed to get path uid
multipathd: sdc: failed to get path uid
multipathd: sda: failed to get path uid
multipathd: sdd: failed to get path uid",0c0f7f71261c,"multipathd: sdb: failed to get path uid
multipathd: sdc: failed to get path uid
multipathd: sda: failed to get path uid
multipathd: sdd: failed to get path uid"
scaqar02dv0801m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 16:41:15,OSS_MAIN_LINUX.X64_251022,systemd,16,"systemd: Dependency failed for /dev/disk/by-label/SWAP.
systemd: Dependency failed for Swap.
systemd: Job swap.target/start failed with result 'dependency'.
systemd: Job dev-disk-by\x2dlabel-SWAP.swap/start failed with result 'dependency'.
systemd: Job dev-disk-by\x2dlabel-SWAP.device/start failed with result 'timeout'.
systemd: Dependency failed for /crashfiles.
systemd: Dependency failed for Remote File Systems.
systemd: Job remote-fs.target/start failed with result 'dependency'.
systemd: Job crashfiles.mount/start failed with result 'dependency'.
systemd: Job dev-disk-by\x2dlabel-KDUMP.device/start failed with result 'timeout'.
systemd: Dependency failed for /tmp.
systemd: Job tmp.mount/start failed with result 'dependency'.
systemd: Job dev-disk-by\x2dlabel-TMP.device/start failed with result 'timeout'.
systemd: Dependency failed for /var/log/audit.
systemd: Job var-log-audit.mount/start failed with result 'dependency'.
systemd: Job dev-disk-by\x2dlabel-AUDIT.device/start failed with result 'timeout'.",ea90d1d72c64,"systemd: dependency failed for /dev/disk/by-label/swap.
systemd: dependency failed for swap.
systemd: job swap.target/start failed with result '<str>'.
systemd: job dev-disk-by\x<num>dlabel-swap.swap/start failed with result '<str>'.
systemd: job dev-disk-by\x<num>dlabel-swap.device/start failed with result '<str>'.
systemd: dependency failed for /crashfiles.
systemd: dependency failed for remote file systems.
systemd: job remote-fs.target/start failed with result '<str>'.
systemd: job crashfiles.mount/start failed with result '<str>'.
systemd: job dev-disk-by\x<num>dlabel-kdump.device/start failed with result '<str>'.
systemd: dependency failed for /tmp.
systemd: job tmp.mount/start failed with result '<str>'.
systemd: job dev-disk-by\x<num>dlabel-tmp.device/start failed with result '<str>'.
systemd: dependency failed for /var/log/audit.
systemd: job var-log-audit.mount/start failed with result '<str>'.
systemd: job dev-disk-by\x<num>dlabel-audit.device/start failed with result '<str>'."
scaqar02dv0801m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 10:33:18,OSS_MAIN_LINUX.X64_251022,multipathd,4,"multipathd: sda: failed to get path uid
multipathd: sdc: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sdd: failed to get path uid",45480659a3c3,"multipathd: sda: failed to get path uid
multipathd: sdc: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sdd: failed to get path uid"
scaqar02dv0801m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 10:33:28,OSS_MAIN_LINUX.X64_251022,multipathd,12,"multipathd: sdc: failed to get path uid
multipathd: sda: failed to get path uid
multipathd: sdd: failed to get path uid
multipathd: sdb: failed to get path uid",0e6aa0f83971,"multipathd: sdc: failed to get path uid
multipathd: sda: failed to get path uid
multipathd: sdd: failed to get path uid
multipathd: sdb: failed to get path uid"
scaqar02dv0801m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 10:34:02,OSS_MAIN_LINUX.X64_251022,multipathd,4,"multipathd: sdd: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sdc: failed to get path uid
multipathd: sda: failed to get path uid",b60ff5b7b5c5,"multipathd: sdd: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sdc: failed to get path uid
multipathd: sda: failed to get path uid"
scaqar02dv0801m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 10:34:12,OSS_MAIN_LINUX.X64_251022,multipathd,4,"multipathd: sdc: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sda: failed to get path uid
multipathd: sdd: failed to get path uid",36a8bc46b666,"multipathd: sdc: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sda: failed to get path uid
multipathd: sdd: failed to get path uid"
scaqar02dv0801m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 10:35:19,OSS_MAIN_LINUX.X64_251022,multipathd,4,"multipathd: sdb: failed to get path uid
multipathd: sdd: failed to get path uid
multipathd: sdc: failed to get path uid
multipathd: sda: failed to get path uid",42c622bd260c,"multipathd: sdb: failed to get path uid
multipathd: sdd: failed to get path uid
multipathd: sdc: failed to get path uid
multipathd: sda: failed to get path uid"
scaqar02dv0801m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 10:35:29,OSS_MAIN_LINUX.X64_251022,multipathd,4,"multipathd: sdb: failed to get path uid
multipathd: sdd: failed to get path uid
multipathd: sda: failed to get path uid
multipathd: sdc: failed to get path uid",1debe5c0052c,"multipathd: sdb: failed to get path uid
multipathd: sdd: failed to get path uid
multipathd: sda: failed to get path uid
multipathd: sdc: failed to get path uid"
scaqar02dv0801m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 11:21:26,OSS_MAIN_LINUX.X64_251022,multipathd,4,"multipathd: sda: failed to get path uid
multipathd: sdd: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sdc: failed to get path uid",152b25947e8d,"multipathd: sda: failed to get path uid
multipathd: sdd: failed to get path uid
multipathd: sdb: failed to get path uid
multipathd: sdc: failed to get path uid"
scaqar02dv0801m,suragraw_daily10,scaqar02adm0708,Upgrade-KVM-X9,X9M-2 Elastic Rack HC,2025-10-22 11:40:10,OSS_MAIN_LINUX.X64_251022,multipathd,7,"multipathd: checker failed path 8:208 in map mpathb
multipathd: checker failed path 65:0 in map mpathc
multipathd: checker failed path 8:224 in map mpathb
multipathd: checker failed path 8:240 in map mpathb
multipathd: checker failed path 65:16 in map mpathc
multipathd: checker failed path 65:32 in map mpathd
multipathd: checker failed path 65:48 in map mpathd",a029e45b3951,"multipathd: checker failed path <num>:<num> in map mpathb
multipathd: checker failed path <num>:<num> in map mpathc
multipathd: checker failed path <num>:<num> in map mpathd"
scaqat10v6adm03,suragraw_daily100,,,,2025-10-22 15:13:23,OSS_MAIN_LINUX.X64_251022,exachkcfg,3,"exachkcfg: Oct 22 15:13:20 scaqat10v6adm03.us.oracle.com sshd[116500]: error: Bind to port 22 on 192.197.252.37 failed: Cannot assign requested address.
exachkcfg: Oct 22 15:13:20 scaqat10v6adm03.us.oracle.com sshd[116500]: error: Bind to port 22 on 192.197.252.36 failed: Cannot assign requested address.
exachkcfg: Oct 22 15:13:20 scaqat10v6adm03.us.oracle.com sshd[116500]: error: Bind to port 22 on 2606:b400:418:a2c0::29 failed: Cannot assign requested address.",8c4d502fd99c,"exachkcfg: oct <num> <time> scaqat<num>v<num>adm<num>.us.oracle.com sshd[<num>]: error: bind to port <num> on <ip> failed: cannot assign requested address.
exachkcfg: oct <num> <time> scaqat<num>v<num>adm<num>.us.oracle.com sshd[<num>]: error: bind to port <num> on <num>:b<num>:<num>:a<num>c<num>::<num> failed: cannot assign requested address."
scaqat10v6adm03 | scaqat10v6adm04,suragraw_daily100,,,,2025-10-22 15:14:49,OSS_MAIN_LINUX.X64_251022,rdmaip-link-monitor,4,"rdmaip-link-monitor: 99-rdmaip: Label 'stre1:stre0' fails back to 'stre0'
rdmaip-link-monitor: 99-rdmaip: Interface 'stre1' fails over to 'stre0'",bf0b53498480,"rdmaip-link-monitor: <num>-rdmaip: label '<str>' fails back to '<str>'
rdmaip-link-monitor: <num>-rdmaip: interface '<str>' fails over to '<str>'"
scaqat10v6adm03 | scaqat10v6adm04,suragraw_daily100,,,,2025-10-22 15:26:55 - 2025-10-22 15:26:57,OSS_MAIN_LINUX.X64_251022,rdmaip-link-monitor,4,"rdmaip-link-monitor: ibpanic: [242174] main: stat of IB device 'mlx5_5' failed: No such file or directory
rdmaip-link-monitor: 99-rdmaip: Bundled failback: delaying failback by 75.932 secs",010f9c21e4e5,"rdmaip-link-monitor: ibpanic: [<num>] main: stat of ib device '<str>' failed: no such file or directory
rdmaip-link-monitor: <num>-rdmaip: bundled failback: delaying failback by <num>.<num> secs"
scaqat10v6adm03vm01,suragraw_daily100,,,,2025-10-22 17:48:56 - 2025-10-22 17:48:57,OSS_MAIN_LINUX.X64_251022,multipathd,16,"multipathd: sdj: mark as failed
multipathd: sdh: mark as failed
multipathd: sdf: mark as failed
multipathd: sdi: mark as failed
multipathd: sdk: mark as failed
multipathd: sdm: mark as failed
multipathd: sdo: mark as failed
multipathd: sdq: mark as failed
multipathd: sds: mark as failed
multipathd: sdl: mark as failed
multipathd: sdn: mark as failed
multipathd: sdp: mark as failed
multipathd: sdr: mark as failed
multipathd: sdt: mark as failed
multipathd: sdb: mark as failed
multipathd: sdg: mark as failed",48b2aa04bb43,"multipathd: sdj: mark as failed
multipathd: sdh: mark as failed
multipathd: sdf: mark as failed
multipathd: sdi: mark as failed
multipathd: sdk: mark as failed
multipathd: sdm: mark as failed
multipathd: sdo: mark as failed
multipathd: sdq: mark as failed
multipathd: sds: mark as failed
multipathd: sdl: mark as failed
multipathd: sdn: mark as failed
multipathd: sdp: mark as failed
multipathd: sdr: mark as failed
multipathd: sdt: mark as failed
multipathd: sdb: mark as failed
multipathd: sdg: mark as failed"
scaqat10v6adm03vm02,suragraw_daily100,,,,2025-10-22 17:48:59 - 2025-10-22 17:49:00,OSS_MAIN_LINUX.X64_251022,multipathd,16,"multipathd: sdj: mark as failed
multipathd: checker failed path 8:112 in map mpathb
multipathd: sdf: mark as failed
multipathd: sdi: mark as failed
multipathd: sdk: mark as failed
multipathd: sdm: mark as failed
multipathd: sdo: mark as failed
multipathd: sdq: mark as failed
multipathd: sds: mark as failed
multipathd: sdl: mark as failed
multipathd: sdn: mark as failed
multipathd: sdp: mark as failed
multipathd: sdr: mark as failed
multipathd: sdt: mark as failed
multipathd: sdb: mark as failed
multipathd: sdg: mark as failed",505b388bc9a1,"multipathd: sdj: mark as failed
multipathd: checker failed path <num>:<num> in map mpathb
multipathd: sdf: mark as failed
multipathd: sdi: mark as failed
multipathd: sdk: mark as failed
multipathd: sdm: mark as failed
multipathd: sdo: mark as failed
multipathd: sdq: mark as failed
multipathd: sds: mark as failed
multipathd: sdl: mark as failed
multipathd: sdn: mark as failed
multipathd: sdp: mark as failed
multipathd: sdr: mark as failed
multipathd: sdt: mark as failed
multipathd: sdb: mark as failed
multipathd: sdg: mark as failed"
scaqat10v6adm03vm03,suragraw_daily100,,,,2025-10-22 16:46:35,OSS_MAIN_LINUX.X64_251022,multipathd,15,"multipathd: sdb: pathinfo failed after change uevent
multipathd: sde: pathinfo failed after change uevent
multipathd: sda: pathinfo failed after change uevent
multipathd: sdd: pathinfo failed after change uevent
multipathd: sda: pathinfo failed after change uevent
multipathd: sdd: pathinfo failed after change uevent
multipathd: sdb: pathinfo failed after change uevent
multipathd: sde: pathinfo failed after change uevent
multipathd: sdd: pathinfo failed after change uevent
multipathd: sdb: pathinfo failed after change uevent
multipathd: sda: pathinfo failed after change uevent
multipathd: sdd: pathinfo failed after change uevent
multipathd: sdb: pathinfo failed after change uevent
multipathd: sda: pathinfo failed after change uevent
multipathd: sde: pathinfo failed after change uevent",5d2e956243c0,"multipathd: sdb: pathinfo failed after change uevent
multipathd: sde: pathinfo failed after change uevent
multipathd: sda: pathinfo failed after change uevent
multipathd: sdd: pathinfo failed after change uevent"
scaqat10v6adm03vm03,suragraw_daily100,,,,2025-10-22 17:49:50,OSS_MAIN_LINUX.X64_251022,systemd-logind,3,"systemd-logind: Failed to start session scope session-169.scope: Transaction for session-169.scope/start is destructive (user-0.slice has 'stop' job queued, but 'start' is included in transaction).
systemd-logind: Failed to start user service 'user@1000.service', ignoring: Transaction for user@1000.service/start is destructive (poweroff.target has 'start' job queued, but 'stop' is included in transaction).
systemd-logind: Failed to start session scope session-c34.scope: Transaction for session-c34.scope/start is destructive (user.slice has 'stop' job queued, but 'start' is included in transaction).",53def01a7d00,"systemd-logind: failed to start session scope session-<num>.scope: transaction for session-<num>.scope/start is destructive (user-<num>.slice has '<str>' job queued, but '<str>' is included in transaction).
systemd-logind: failed to start user service '<str>', ignoring: transaction for user@<num>.service/start is destructive (poweroff.target has '<str>' job queued, but '<str>' is included in transaction).
systemd-logind: failed to start session scope session-c<num>.scope: transaction for session-c<num>.scope/start is destructive (user.slice has '<str>' job queued, but '<str>' is included in transaction)."
scaqat10v6adm03vm04,suragraw_daily100,,,,2025-10-22 16:46:40 - 2025-10-22 16:46:43,OSS_MAIN_LINUX.X64_251022,multipathd,15,"multipathd: sdd: pathinfo failed after change uevent
multipathd: sde: pathinfo failed after change uevent
multipathd: sdc: pathinfo failed after change uevent
multipathd: sdd: pathinfo failed after change uevent
multipathd: sdc: pathinfo failed after change uevent
multipathd: sda: pathinfo failed after change uevent
multipathd: sde: pathinfo failed after change uevent
multipathd: sda: pathinfo failed after change uevent
multipathd: sdc: pathinfo failed after change uevent
multipathd: sdd: pathinfo failed after change uevent
multipathd: sde: pathinfo failed after change uevent
multipathd: sda: pathinfo failed after change uevent
multipathd: sde: pathinfo failed after change uevent
multipathd: sdc: pathinfo failed after change uevent
multipathd: sdd: pathinfo failed after change uevent",763eb19cd47c,"multipathd: sdd: pathinfo failed after change uevent
multipathd: sde: pathinfo failed after change uevent
multipathd: sdc: pathinfo failed after change uevent
multipathd: sda: pathinfo failed after change uevent"
scaqat10v6adm03vm04,suragraw_daily100,,,,2025-10-22 17:49:50 - 2025-10-22 17:49:51,OSS_MAIN_LINUX.X64_251022,systemd-logind,3,"systemd-logind: Failed to start session scope session-169.scope: Transaction for session-169.scope/start is destructive (shutdown.target has 'start' job queued, but 'stop' is included in transaction).
systemd-logind: Failed to start user service 'user@1000.service', ignoring: Transaction for user@1000.service/start is destructive (system-rdma\x2dload\x2dmodules.slice has 'stop' job queued, but 'start' is included in transaction).
systemd-logind: Failed to start session scope session-c17.scope: Transaction for session-c17.scope/start is destructive (user.slice has 'stop' job queued, but 'start' is included in transaction).",498e20f9110a,"systemd-logind: failed to start session scope session-<num>.scope: transaction for session-<num>.scope/start is destructive (shutdown.target has '<str>' job queued, but '<str>' is included in transaction).
systemd-logind: failed to start user service '<str>', ignoring: transaction for user@<num>.service/start is destructive (system-rdma\x<num>dload\x<num>dmodules.slice has '<str>' job queued, but '<str>' is included in transaction).
systemd-logind: failed to start session scope session-c<num>.scope: transaction for session-c<num>.scope/start is destructive (user.slice has '<str>' job queued, but '<str>' is included in transaction)."
scaqat10v6adm04vm01,suragraw_daily100,,,,2025-10-22 17:48:56 - 2025-10-22 17:48:59,OSS_MAIN_LINUX.X64_251022,multipathd,15,"multipathd: sdi: mark as failed
multipathd: sde: mark as failed
multipathd: sdg: mark as failed
multipathd: sdk: mark as failed
multipathd: sdm: mark as failed
multipathd: sdo: mark as failed
multipathd: sdq: mark as failed
multipathd: sds: mark as failed
multipathd: checker failed path 8:144 in map mpathb
multipathd: checker failed path 8:176 in map mpathb
multipathd: checker failed path 8:112 in map mpathb
multipathd: checker failed path 8:240 in map mpathb
multipathd: checker failed path 65:16 in map mpathd
multipathd: checker failed path 65:48 in map mpathd
multipathd: checker failed path 8:80 in map mpathb",31d48e82f467,"multipathd: sdi: mark as failed
multipathd: sde: mark as failed
multipathd: sdg: mark as failed
multipathd: sdk: mark as failed
multipathd: sdm: mark as failed
multipathd: sdo: mark as failed
multipathd: sdq: mark as failed
multipathd: sds: mark as failed
multipathd: checker failed path <num>:<num> in map mpathb
multipathd: checker failed path <num>:<num> in map mpathd"
scaqat10v6adm04vm01,suragraw_daily100,,,,2025-10-22 17:49:03,OSS_MAIN_LINUX.X64_251022,multipathd,1,multipathd: checker failed path 8:208 in map mpathb,4e247620360c,multipathd: checker failed path <num>:<num> in map mpathb
scaqat10v6adm04vm02,suragraw_daily100,,,,2025-10-22 17:48:59 - 2025-10-22 17:49:00,OSS_MAIN_LINUX.X64_251022,multipathd,16,"multipathd: sdq: mark as failed
multipathd: sds: mark as failed
multipathd: checker failed path 8:112 in map mpathb
multipathd: checker failed path 8:144 in map mpathb
multipathd: checker failed path 8:160 in map mpatha
multipathd: checker failed path 8:176 in map mpathb
multipathd: checker failed path 8:192 in map mpatha
multipathd: checker failed path 8:208 in map mpathb
multipathd: checker failed path 8:224 in map mpatha
multipathd: checker failed path 8:240 in map mpathb
multipathd: checker failed path 65:16 in map mpathd
multipathd: checker failed path 65:48 in map mpathd
multipathd: checker failed path 8:64 in map mpatha
multipathd: checker failed path 8:80 in map mpathb
multipathd: checker failed path 8:96 in map mpatha
multipathd: sdi: mark as failed",4c63c8aedfef,"multipathd: sdq: mark as failed
multipathd: sds: mark as failed
multipathd: checker failed path <num>:<num> in map mpathb
multipathd: checker failed path <num>:<num> in map mpatha
multipathd: checker failed path <num>:<num> in map mpathd
multipathd: sdi: mark as failed"
scaqat10v6adm04vm03 | scaqap19v6adm02vm02,suragraw_daily100 | suragraw_daily7,,,,2025-10-22 16:17:54,OSS_MAIN_LINUX.X64_251022,multipathd,2,multipathd: sdc: pathinfo failed after change uevent,a04b612c0042,multipathd: sdc: pathinfo failed after change uevent
scaqat10v6adm04vm03,suragraw_daily100,,,,2025-10-22 17:49:50,OSS_MAIN_LINUX.X64_251022,systemd-logind,2,"systemd-logind: Failed to start user service 'user@1000.service', ignoring: Transaction for user@1000.service/start is destructive (poweroff.target has 'start' job queued, but 'stop' is included in transaction).
systemd-logind: Failed to start session scope session-c37.scope: Transaction for session-c37.scope/start is destructive (user.slice has 'stop' job queued, but 'start' is included in transaction).",111cc4d67b56,"systemd-logind: failed to start user service '<str>', ignoring: transaction for user@<num>.service/start is destructive (poweroff.target has '<str>' job queued, but '<str>' is included in transaction).
systemd-logind: failed to start session scope session-c<num>.scope: transaction for session-c<num>.scope/start is destructive (user.slice has '<str>' job queued, but '<str>' is included in transaction)."
scaqat10v6adm04vm04,suragraw_daily100,,,,2025-10-22 17:49:51,OSS_MAIN_LINUX.X64_251022,systemd-logind,2,"systemd-logind: Failed to start user service 'user@1000.service', ignoring: Transaction for user@1000.service/start is destructive (systemd-tmpfiles-setup-dev.service has 'stop' job queued, but 'start' is included in transaction).
systemd-logind: Failed to start session scope session-c17.scope: Transaction for session-c17.scope/start is destructive (shutdown.target has 'start' job queued, but 'stop' is included in transaction).",9c5ace2bd6d9,"systemd-logind: failed to start user service '<str>', ignoring: transaction for user@<num>.service/start is destructive (systemd-tmpfiles-setup-dev.service has '<str>' job queued, but '<str>' is included in transaction).
systemd-logind: failed to start session scope session-c<num>.scope: transaction for session-c<num>.scope/start is destructive (shutdown.target has '<str>' job queued, but '<str>' is included in transaction)."
scaqat10v6celadm04,suragraw_daily100,,,,2025-10-22 15:09:46 - 2025-10-22 15:09:47,OSS_MAIN_LINUX.X64_251022,systemd,4,"systemd: rdma-load-modules@rdma.service: Failed with result 'exit-code'.
systemd: Failed to start Load RDMA modules from /etc/rdma/modules/rdma.conf.
systemd-fstab-generator-reload-targets.service: Failed with result 'exit-code'.
systemd: Failed to start systemd-fstab-generator-reload-targets.service.",66af7b5781c2,"systemd: rdma-load-modules@rdma.service: failed with result '<str>'.
systemd: failed to start load rdma modules from /etc/rdma/modules/rdma.conf.
systemd-fstab-generator-reload-targets.service: failed with result '<str>'.
systemd: failed to start systemd-fstab-generator-reload-targets.service."
scaqat10v6celadm04,suragraw_daily100,,,,2025-10-22 15:09:47,OSS_MAIN_LINUX.X64_251022,sh,1,sh: Failed to connect to bus: No such file or directory,05df510cb78e,sh: failed to connect to bus: no such file or directory
scaqat10v6celadm04 | scaqat10v6celadm05 | scaqat10v6celadm06,suragraw_daily100,,,,2025-10-22 16:07:04,OSS_MAIN_LINUX.X64_251022,Keepalived_vrrp,5,Keepalived_vrrp: VRRP_Script(chk_nginx) failed (exited with status 1),adc266dc27c9,keepalived_vrrp: vrrp_script(chk_nginx) failed (exited with status <num>)
